ID,Station Name,River Basin,County,Longitude,Latitude,ElevationFeet,Operator,HydrologicArea
ADS,ALDER SPRINGS NEAR ELK CREEK,STONY CREEK,GLENN,-122.725,39.65,"4,500",US Forest Service,Sacramento River
AFD,AMERICAN R BELOW FOLSOM DAM,AMERICAN RIVER,SACRAMENTO,-121.1667,38.6883,220,US Geological Survey,Sacramento River
AFO,AMERICAN RIVER AT FAIR OAKS,AMERICAN RIVER,SACRAMENTO,-121.22773,38.63546,72,US Geological Survey,Sacramento River
AL1,ABBOTT LAKE 1 WEST LEVEE WELL,FEATHER RIVER,SUTTER,-121.61121,39.018808,48,CA Dept of Water Resources/Operations and Maintenance,Sacramento River
AL2,ABBOTT LAKE 2 WEST LEVEE WELL,FEATHER RIVER,SUTTER,-121.611985,39.019752,48,CA Dept of Water Resources/Operations and Maintenance,Sacramento River
AL3,ABBOTT LAKE 3 WEST LEVEE WELL,FEATHER RIVER,SUTTER,-121.612375,39.020413,48,CA Dept of Water Resources/Operations and Maintenance,Sacramento River
ALM,LAKE ALMANOR,FEATHER RIVER,PLUMAS,-121.173,40.218,"4,600",Pacific Gas & Electric,Sacramento River
ALP,ALPHA (SMUD),AMERICAN RIVER,EL DORADO,-120.215652,38.804192,"7,600",Sacramento Municipal Utility District,Sacramento River
ALS,ALDER SPRINGS (USACE),STONY CREEK,GLENN,-122.725,39.65,"4,500",US Army Corps of Engineers,Sacramento River
ALT,ALTURAS RS,PIT RIVER,MODOC,-120.55,41.5,"4,400",US Forest Service,Sacramento River
ALY,ALLEGHANY,YUBA RIVER,SIERRA,-120.874275,39.470215,"4,957",CA Dept of Water Resources/Operations and Maintenance,Sacramento River
AMC,ARCADE CREEK AT WINDING WAY,AMERICAN RIVER,SACRAMENTO,-121.347,38.645,70,Sacramento County,Sacramento River
AMF,AMERICAN R AT FOLSOM,AMERICAN RIVER,SACRAMENTO,-121.183,38.683,0,CA Dept of Water Resources/DFM-Hydro-Water Supply Fcasting,Sacramento River
AMK,AMERICAN SF NR KYBURZ,AMERICAN RIVER,EL DORADO,-120.325,38.764,"3,840",US Geological Survey,Sacramento River
AND,SACRAMENTO RIVER AT ANDERSON,SACRAMENTO RIVER,SHASTA,-122.29536,40.471333,397,CA Dept of Water Resources/North Region Office,Sacramento River
ANH,SAN JOAQUIN RIVER AT ANTIOCH,SAN JOAQUIN RIVER,CONTRA COSTA,-121.802963,38.01783,10,CA Dept of Water Resources/Div of Environmental Services,Sacramento River
ANR,ANTELOPE RIDGE,FEATHER RIVER,PLUMAS,-120.542,40.155,"5,650",CA Dept of Water Resources/Beckwourth,Sacramento River
ANT,ANTELOPE LAKE,FEATHER RIVER,PLUMAS,-120.607,40.18,"4,960",CA Dept of Water Resources/O&M Oroville Field Division,Sacramento River
APH,ALPHA,AMERICAN RIVER,EL DORADO,-120.215645,38.804138,"7,600",CA Dept of Water Resources,Sacramento River
APS,AMERICAN RIVER PUMP STATION,AMERICAN RIVER,SACRAMENTO,-121.1,38.9,480,Placer County Water Agency,Sacramento River
ARD,ARCADE CREEK AT SUNRISE BLVD,AMERICAN RIVER,SACRAMENTO,-121.271,38.684,22,Sacramento Dept of Public Works,Sacramento River
ARW,ARDEN WAY,AMERICAN RIVER,SACRAMENTO,-121.413,38.596,35,Sacramento County,Sacramento River
ASA,AL SMITH CANAL,BATTLE CREEK,SHASTA,-121.855337,40.483924,"3,507",Pacific Gas & Electric,Sacramento River
ASC,ASH CREEK (USFS),MC CLOUD RIVER,SISKIYOU,-121.979446,41.276943,"3,200",US Forest Service,Sacramento River
ASH,ASH CREEK,MC CLOUD RIVER,SISKIYOU,-122.05,41.4,"5,000",McCloud Ranger District,Sacramento River
ATC,ANTELOPE CREEK NEAR RED BLUFF,SACRAMENTO RIVER,TEHAMA,-122.118889,40.202778,363,CA Dept of Water Resources/North Region Office,Sacramento River
ATP,ANTHONY PEAK,STONY CREEK,TEHAMA,-122.95,39.842,"6,200",Covelo Ranger District,Sacramento River
ATR,ANTELOPE R TAILRACE,FEATHER RIVER,PLUMAS,-120.6085,40.1797,"4,912",CA Dept of Water Resources/Operations and Maintenance,Sacramento River
AUB,AUBURN,AMERICAN RIVER,PLACER,-121.083,38.917,"1,292",National Weather Service,Sacramento River
AWB,AMERICAN RIVER BELOW WATT AVE BRIDGE,AMERICAN RIVER,SACRAMENTO,-121.387,38.567,50,US Geological Survey,Sacramento River
AWP,AMERICAN RIVER AT WILLIAM B POND PARK,AMERICAN RIVER,SACRAMENTO,-121.332,38.591,45,US Geological Survey,Sacramento River
B02,19N2E07K03M HARRIS RD NR RICHVALE,BUTTE CREEK,BUTTE,-121.787979,39.511768,93,CA Dept of Water Resources/North Region Office,Sacramento River
B03,19N2E07K02M HARRIS RD NR RICHVALE,BUTTE CREEK,BUTTE,-121.787979,39.511768,93,CA Dept of Water Resources/North Region Office,Sacramento River
B07,21N1E13L04M CHICO UNIV FARM,BUTTE CREEK,BUTTE,-121.814422,39.673446,151,CA Dept of Water Resources/North Region Office,Sacramento River
B08,21N1E13L03M CHICO UNIV FARM,BUTTE CREEK,BUTTE,-121.814422,39.673446,151,CA Dept of Water Resources/North Region Office,Sacramento River
B09,21N1E13L02M CHICO UNIV FARM,BUTTE CREEK,BUTTE,-121.814422,39.673446,151,CA Dept of Water Resources/North Region Office,Sacramento River
B10,18N04E19D001M,FEATHER RIVER,BUTTE,-121.57362,39.40512,125,CA Dept of Water Resources/North Region Office,Sacramento River
B11,18N04E19D002M,FEATHER RIVER,BUTTE,-121.57362,39.40512,125,CA Dept of Water Resources/North Region Office,Sacramento River
B12,18N04E19D003M,FEATHER RIVER,BUTTE,-121.57362,39.40512,125,CA Dept of Water Resources/North Region Office,Sacramento River
B14,BUTTE CREEK CANAL NEAR INTAKE,BUTTE CREEK,BUTTE,-121.58811,39.981,"2,860",Pacific Gas & Electric,Sacramento River
B24,MIOCENE CANAL NEAR HEAD,FEATHER RIVER,BUTTE,-121.57077,39.81043,"1,528",Pacific Gas & Electric,Sacramento River
BAC,BACON ISLAND AT OLD RIVER,DELTA,SAN JOAQUIN,-121.572174,37.969345,0,CA Dept of Water Resources/Operations and Maintenance,Sacramento River
BAN,BEAR CANYON CK AT ANDERSON SPRINGS RD,PUTAH CREEK,LAKE,-122.68861,38.77528,"1,330",US Geological Survey,Sacramento River
BAS,SOUTH FORK BATTLE CREEK NEAR MANTON,SACRAMENTO RIVER,TEHAMA,-121.980675,40.405804,997,CA Dept of Water Resources/North Region Office,Sacramento River
BAT,BATTLE CREEK,SACRAMENTO RIVER,TEHAMA,-122.146385,40.398209,200,USGS/DWR,Sacramento River
BBD,BUTTE CREEK NEAR DE SABLA,BUTTE CREEK,BUTTE,-121.625313,39.900196,"2,000",CA Dept of Water Resources/North Region Office,Sacramento River
BBP,BLACK BUTTE POOL,SACRAMENTO RIVER,TEHAMA,-122.3367,39.8139,518,US Army Corps of Engineers,Sacramento River
BBQ,STONEY CK BLW BLACK BUTTE DAM,SACRAMENTO RIVER,TEHAMA,-122.3239,39.8186,366,US Army Corps of Engineers,Sacramento River
BBW,BW-12 IMPORT TO BUTTE CREEK,BUTTE CREEK,BUTTE,-121.610329,39.885731,"2,882",CA Dept of Water Resources/North Region Office,Sacramento River
BCD,BUTTE CREEK NR DURHAM,BUTTE CREEK,BUTTE,-121.777481,39.678013,190,CA Dept of Water Resources/North Region Office,Sacramento River
BCK,BUTTE CREEK NR CHICO,BUTTE CREEK,BUTTE,-121.708862,39.725994,300,US Geological Survey,Sacramento River
BCL,BUCKS LAKE STORAGE,FEATHER RIVER,PLUMAS,-121.202,39.897,"5,168",Pacific Gas & Electric,Sacramento River
BCM,BRUSH CREEK (DWR-2),FEATHER RIVER,BUTTE,-121.34,39.694,"3,560",CA Dept of Water Resources/DFM-Hydro-Water Supply Fcasting,Sacramento River
BCP,BROWNS CAMP,FEATHER RIVER,PLUMAS,-121.25763,39.89791,"5,543","Pacific Gas and Electric Company, Rogers Flat",Sacramento River
BCX,BEAR RIVER CANAL INTAKE NR COLFAX,BEAR RIVER,PLACER,-120.95331,39.132778,"1,950",Pacific Gas & Electric,Sacramento River
BDB,NEW BULLARDS BAR DAM,YUBA RIVER,YUBA,-121.14377,39.396359,"2,080",Center for Western Weather and Water Extremes,Sacramento River
BDH,BUTTE CK NR DURHAM BLW GORRILL DAM,BUTTE CREEK,BUTTE,-121.785075,39.602169,133,CA Dept of Water Resources/North Region Office,Sacramento River
BDL,BELDON LANDING,SACRAMENTO RIVER,SOLANO,-121.9708,38.1869,0,CA Dept of Water Resources/Div of Environmental Services,Sacramento River
BDR,BLUE DOOR,PIT RIVER,LASSEN,-120.336,41.056,"5,900",US Bureau of Land Management,Sacramento River
BDY,BRANDY CREEK,SACTO VLY NE,SHASTA,-122.567,40.617,"1,300",US Bureau of Reclamation,Sacramento River
BER,BERRYESSA,PUTAH CREEK,NAPA,-122.104,38.513,456,US Bureau of Reclamation,Sacramento River
BET,BETHEL ISLAND,DELTA,CONTRA COSTA,-121.632187,38.041092,9,CA Dept of Water Resources/North Central Region Office,Sacramento River
BEV,SOUTH CANAL FROM BEAR RIVER,BEAR RIVER,PLACER,-120.953,39.133,"1,980",Pacific Gas & Electric,Sacramento River
BGR,BANGOR,YUBA RIVER,BUTTE,-121.386246,39.38073,800,CA Dept of Forestry and Fire Protection,Sacramento River
BHC,BRUSH CREEK (SMUD),AMERICAN RIVER,EL DORADO,-120.62,38.805,"2,923",Sacramento Municipal Utility District,Sacramento River
BHS,BIG HILL MET STATION,AMERICAN RIVER,EL DORADO,-120.407501,38.841667,"6,135",Sacramento Municipal Utility District,Sacramento River
BIC,BIG CHICO CREEK NEAR CHICO,SACRAMENTO RIVER,BUTTE,-121.778603,39.768417,274,CA Dept of Water Resources/North Region Office,Sacramento River
BIL,BUCK ISLAND LAKE,AMERICAN RIVER,EL DORADO,-120.25,39.001,"6,400",Sacramento Municipal Utility District,Sacramento River
BIT,LAKE BRITTON,PIT RIVER,SHASTA,-121.676,41.022,"2,744",Pacific Gas & Electric,Sacramento River
BJP,BYRON JACKSON PUMPS,SACRAMENTO RIVER,SUTTER,-121.753,38.87,35,Sutter County,Sacramento River
BKB,BACKBONE RAWS,TRINITY RIVER,TRINITY,-123.1422,40.8892,"4,700",National Weather Service,Sacramento River
BKL,BUCKS LAKE,FEATHER RIVER,PLUMAS,-121.25135,39.85292,"5,873",CA Dept of Water Resources/Operations and Maintenance,Sacramento River
BLA,BLACKS MOUNTAIN,PIT RIVER,LASSEN,-121.199783,40.76984,"7,050",CA Dept of Water Resources/DFM-Hydro-SMN,Sacramento River
BLB,BLACK BUTTE,STONY CREEK,TEHAMA,-122.329,39.808,426,US Army Corps of Engineers,Sacramento River
BLC,BLUE CANYON,AMERICAN RIVER,PLACER,-120.708694,39.280098,"5,280",US Bureau of Reclamation,Sacramento River
BLP,BLIND POINT,DELTA,CONTRA COSTA,-121.71904,38.032452,0,CA Dept of Water Resources/North Central Region Office,Sacramento River
BLU,BLUE LAKE RANCH,PIT RIVER,LASSEN,-120.25,41.15,"6,800",Warner Mountain Ranger District,Sacramento River
BLW,BLACK BUTTE WEATHER,STONY CREEK,TEHAMA,-122.3292,39.8083,425,US Army Corps of Engineers,Sacramento River
BMN,BLACKS MOUNTAIN,PIT RIVER,LASSEN,-121.195,40.762,"6,700",Hat Creek Ranger District,Sacramento River
BMT,BALD MOUNTAIN (USFS),RUBICON RIVER,EL DORADO,-120.683,38.9,"4,680",US Forest Service,Sacramento River
BND,SACRAMENTO RIVER AT BEND BRIDGE,SACRAMENTO RIVER,TEHAMA,-122.186661,40.288486,286,US Geological Survey/US Bureau of Reclamation,Sacramento River
BNF,NORTH FORK BATTLE CREEK NEAR MANTON,SACRAMENTO RIVER,TEHAMA,-121.986946,40.424332,998,CA Dept of Water Resources/North Region Office,Sacramento River
BNG,BANGOR CANAL,FEATHER RIVER,BUTTE,-121.454,39.504,815,South Feather Water and Power Agency,Sacramento River
BNS,BURNEY SPRINGS,PIT RIVER,SHASTA,-121.617,40.78,"4,700",Hat Creek Ranger District,Sacramento River
BOL,BOWMAN LAKE,YUBA RIVER,NEVADA,-120.654823,39.447693,"5,390",CA Dept of Water Resources/DFM-Hydro-SMN,Sacramento River
BOM,BOWMAN LAKE,YUBA RIVER,NEVADA,-120.6,39.458,"5,650",Nevada Irrigation District,Sacramento River
BOW,BOWMAN,YUBA RIVER,NEVADA,-120.65,39.45,"5,385",Nevada Irrigation District,Sacramento River
BPB,BURNEY CK AT PARK AVE AT BURNEY STATION,PIT RIVER,SHASTA,-121.671,40.876014,"3,158",CA Dept of Water Resources/North Region Office,Sacramento River
BPD,PARROT DIV FROM BUTTE CREEK,BUTTE CREEK,BUTTE,-121.754189,39.708904,269,CA Dept of Water Resources/North Region Office,Sacramento River
BPG,BEAR RIVER AT PLEASANT GROVE RD,BEAR RIVER,SUTTER,-121.487976,38.984097,75,CA Dept of Water Resources/North Region Office,Sacramento River
BRE,BEAR R AT ROLLINS RESERVOIR,BEAR RIVER,PLACER,-120.953,39.133,"1,945","Pacific Gas and Electric Company, Auburn",Sacramento River
BRK,BEAR CK AB HOLSTEN CYN NR RUMSEY,CACHE CREEK,COLUSA,-122.342751,38.957554,920,US Geological Survey,Sacramento River
BRS,BRUSH CREEK (DWR),FEATHER RIVER,BUTTE,-121.339,39.692,"3,560",CA Dept of Water Resources/Operations and Maintenance,Sacramento River
BRW,BEAR RIVER NEAR WHEATLAND,BEAR RIVER,PLACER,-121.40731,38.999928,72,USGS/DWR,Sacramento River
BSF,SACRAMENTO RIVER AT BALLS FERRY BRIDGE,SACRAMENTO RIVER,TEHAMA,-122.193,40.417,360,US Bureau of Reclamation,Sacramento River
BSL,BUTTE SLOUGH NR MERIDIAN,SACRAMENTO RIVER,SUTTER,-121.901649,39.171474,13,CA Dept of Water Resources/North Region Office,Sacramento River
BSO,BUTTE SLOUGH AT OUTFALL GATES,SACRAMENTO RIVER,SUTTER,-121.936569,39.19516,50,CA Dept of Water Resources/North Region Office,Sacramento River
BSS,BROOKS,CACHE CREEK,YOLO,-122.144722,38.738335,360,CA Dept of Forestry and Fire Protection,Sacramento River
BTB,SF BATTLE CK BLW DIV TO COLEMAN CANAL,SACRAMENTO RIVER,TEHAMA,-121.969078,40.40251,"1,160",Pacific Gas & Electric,Sacramento River
BTC,SACRAMENTO RIVER AT BUTTE CITY,SACRAMENTO RIVER,GLENN,-121.994164,39.45784,99,CA Dept of Water Resources/North Region Office,Sacramento River
BTG,BUTTE CK AT COLUSA/GRIDLEY RD,BUTTE CREEK,BUTTE,-121.892662,39.361801,60,CA Dept of Water Resources/North Region Office,Sacramento River
BTI,SF BATTLE CR BL DIV TO INSKIP CN,SACRAMENTO RIVER,TEHAMA,-121.8825,40.395279,"1,385",Pacific Gas & Electric,Sacramento River
BTP,BEAR TRAP,AMERICAN RIVER,PLACER,-120.5769,39.0945,"5,217",UC Merced,Sacramento River
BTR,BATTLE RIDGE,SACTO VLY NE,TEHAMA,-121.75,40.333,"3,400",US Bureau of Reclamation,Sacramento River
BTV,BUTT VALLEY,FEATHER RIVER,PLUMAS,-121.174174,40.14802,"4,144",Pacific Gas & Electric,Sacramento River
BTW,NF BATTLE CK BLW DIV TO WILDCAT CANAL,SACRAMENTO RIVER,TEHAMA,-121.961233,40.4204,"1,200",Pacific Gas & Electric,Sacramento River
BTX,NF BATTLE C BL DIV TO XCOUNTRY CN,SACRAMENTO RIVER,TEHAMA,-121.8606,40.452221,"2,068",Pacific Gas & Electric,Sacramento River
BUD,BULLARDS BAR,YUBA RIVER,YUBA,-121.143898,39.396301,"2,100",Yuba Water Agency,Sacramento River
BUL,NEW BULLARDS BAR,YUBA RIVER,YUBA,-121.14,39.393,"1,965",Yuba Water Agency,Sacramento River
BUP,BUCKS CREEK POWERHOUSE,FEATHER RIVER,PLUMAS,-121.333,39.917,"1,760",Pacific Gas & Electric,Sacramento River
BUX,NEW BULLARDS BAR AUX,YUBA RIVER,YUBA,-121.14,39.393,"1,965",Yuba Water Agency,Sacramento River
BVH,BUTT VALLEY POWERHOUSE,FEATHER RIVER,PLUMAS,-121.19,40.176,"4,142",Pacific Gas & Electric,Sacramento River
BVS,BROWNS VALLEY SCHOOL,YUBA RIVER,YUBA,-121.40621,39.23586,233,Center for Western Weather and Water Extremes,Sacramento River
BWN,BOWMAN LAKE,YUBA RIVER,NEVADA,-120.652,39.45,"5,566",Nevada County,Sacramento River
BWR,BREWER CREEK,MC CLOUD RIVER,SISKIYOU,-122.1,41.435,"6,250",McCloud Ranger District,Sacramento River
BWS,LAKE SPAULDING S YUBA SYSTEM,YUBA RIVER,NEVADA,-120.658,39.441,"5,390",Pacific Gas & Electric,Sacramento River
BYL,BRYTE LAB,SACRAMENTO RIVER,YOLO,-121.539543,38.600098,25,CA Dept of Water Resources/North Central Region Office,Sacramento River
BYT,BRYTE TEST  SITE,SACRAMENTO RIVER,YOLO,-121.540356,38.5992,25,CA Dept of Water Resources/DFM-Hydro-SMN,Sacramento River
C05,SACRAMENTO RIVER AT CHANNEL MARKER 5,SACRAMENTO RIVER,SOLANO,-121.835808,38.065781,0,US Geological Survey,Sacramento River
C06,14N01E35P001M,SACTO VLY WEST,COLUSA,-121.82904,39.01244,49,CA Dept of Water Resources/North Region Office,Sacramento River
C07,14N01E35P002M,SACTO VLY WEST,COLUSA,-121.82904,39.01244,48,CA Dept of Water Resources/North Region Office,Sacramento River
C08,14N01E35P003M,SACTO VLY WEST,COLUSA,-121.82904,39.01244,48,CA Dept of Water Resources/North Region Office,Sacramento River
C09,14N01E35P004M,SACTO VLY WEST,COLUSA,-121.82904,39.01244,48,CA Dept of Water Resources/North Region Office,Sacramento River
C10,SACRAMENTO RIVER AT CHANNEL MARKER 10,SACRAMENTO RIVER,SOLANO,-121.799889,38.05983,0,US Geological Survey,Sacramento River
C11,17N01W27A001M,SACRAMENTO RIVER,COLUSA,-121.95299,39.30099,69,CA Dept of Water Resources/North Region Office,Sacramento River
C14,17N01W27A002M,SACRAMENTO RIVER,COLUSA,-121.95299,39.0099,69,CA Dept of Water Resources/North Region Office,Sacramento River
C15,17N01W27A003M,SACRAMENTO RIVER,COLUSA,-121.95299,39.30099,68,CA Dept of Water Resources/North Region Office,Sacramento River
C1P,CARIBOU 1 POWERHOUSE,FEATHER RIVER,PLUMAS,-121.149261,40.085968,"3,000",Pacific Gas & Electric,Sacramento River
C2P,CARIBOU 2 POWERHOUSE,FEATHER RIVER,PLUMAS,-121.149261,40.085968,"3,000",Pacific Gas & Electric,Sacramento River
CAM,CAMPTONVILLE (DWR),YUBA RIVER,YUBA,-121.049,39.451,"2,755",CA Dept of Water Resources/Operations and Maintenance,Sacramento River
CAP,CAPLES LAKE,AMERICAN RIVER,ALPINE,-120.04158,38.710793,"8,000",US Bureau of Reclamation,Sacramento River
CAR,CARPENTER RIDGE,BUTTE CREEK,BUTTE,-121.582,40.069,"4,812",CA Dept of Forestry and Fire Protection,Sacramento River
CBO,CARIBOU PH,FEATHER RIVER,PLUMAS,-121.15,40.085,"2,986",CA Dept Water Resources and Pacific Gas and Electric,Sacramento River
CBR,AMERICAN RIVER AT CHILI BAR,AMERICAN RIVER,EL DORADO,-120.816,38.772,931,Sacramento Municipal Utility District,Sacramento River
CC5,CASTLE CREEK 5,YUBA RIVER,NEVADA,-120.35392,39.34947,"7,400",Central Sierra Snow Lab,Sacramento River
CCE,COW CREEK (USBR),SACTO VLY NE,SHASTA,-121.853,40.603,"2,840",US Bureau of Reclamation,Sacramento River
CCL,CACHE CK NR LOWER LAKE,CACHE CREEK,LAKE,-122.56611,38.92417,"1,320",US Geological Survey,Sacramento River
CCN,CAMINO CONDUIT,AMERICAN RIVER,EL DORADO,-120.563,38.714,"9,999",US Bureau of Reclamation,Sacramento River
CCO,CISCO,YUBA RIVER,PLACER,-120.543,39.303,"5,900","Pacific Gas and Electric Company, Auburn",Sacramento River
CCR,SACRAMENTO RIVER ABOVE CLEAR CK,SACRAMENTO RIVER,SHASTA,-122.356,40.538,450,US Bureau of Reclamation,Sacramento River
CCY,CACHE CREEK AT YOLO,CACHE CREEK,YOLO,-121.807152,38.726635,86,US Geological Survey,Sacramento River
CDP,CEDAR PASS,PIT RIVER,MODOC,-120.303,41.583,"7,100",Natural Resources Conservation Service,Sacramento River
CDR,COLUSA DRAIN NR HWY 20,SACRAMENTO RIVER,COLUSA,-122.060516,39.195511,60,CA Dept of Water Resources/North Region Office,Sacramento River
CES,CHICO UNIV FARM,SACTO VLY NE,BUTTE,-121.817,39.7,185,National Weather Service,Sacramento River
CEY,CLEARLAKE CITY,CACHE CREEK,LAKE,-122.6492,38.9617,"1,340",US Geological Survey,Sacramento River
CFW,BEAR RIVER AT CAMP FAR WEST DAM,BEAR RIVER,YUBA,-121.315941,39.049858,260,CA Dept of Water Resources/DFM-Hydro-SMN,Sacramento River
CGT,COLGATE PH,YUBA RIVER,YUBA,-121.19,39.3308,600,CA Dept of Water Resources/DFM-Hydro-SMN,Sacramento River
CHC,CHEROKEE CANAL NR RICHVALE,COTTONWOOD CREEK,BUTTE,-121.744736,39.464703,106,CA Dept of Water Resources/North Region Office,Sacramento River
CHF,CHESTER FLAT,FEATHER RIVER,PLUMAS,-121.25,40.283,"4,600",Eagle Lake Ranger District,Sacramento River
CHG,CHICAGO,AMERICAN RIVER,SACRAMENTO,-121.254,38.652,210,Sacramento County,Sacramento River
CHK,CHALK BLUFF,YUBA RIVER,NEVADA,-120.81,39.305,"4,850",Nevada Irrigation District,Sacramento River
CHS,CHESTER,FEATHER RIVER,PLUMAS,-121.233,40.283,"4,525",US Forest Service,Sacramento River
CHU,CHURCH MEADOWS,FEATHER RIVER,SIERRA,-120.622767,39.681233,"6,700",CA Dept of Water Resources/Beckwourth,Sacramento River
CKL,CLEAR LAKE AT LAKEPORT,CACHE CREEK,LAKE,-122.912,39.039,"1,318",US Geological Survey,Sacramento River
CLA,CLEAR LK - CACHE CREEK,CACHE CREEK,LAKE,-122.642,38.957,"1,336",Yolo County Flood Control and Water Consv Dist,Sacramento River
CLF,COLFAX,AMERICAN RIVER,PLACER,-120.951,39.122,"2,400",National Weather Service,Sacramento River
CLL,COLLINSVILLE,DELTA,SOLANO,-121.850123,38.073981,0,US Bureau of Reclamation,Sacramento River
CLR,CLEAR CREEK,SACTO VLY NE,SHASTA,-122.667,40.639,"3,300",US Bureau of Reclamation,Sacramento River
CLS,COLLINS LAKE,YUBA RIVER,YUBA,-121.3271,39.3376,"1,270",Brown's Valley Irrigation District,Sacramento River
CLW,SACTO R AT COLUSA WEIR (CREST 60.9'),SACRAMENTO RIVER,COLUSA,-121.994759,39.23682,70,CA Dept of Water Resources/North Region Office,Sacramento River
CMC,CHAPMAN CREEK,YUBA RIVER,SIERRA,-120.533,39.633,"5,850",Yuba River Ranger District,Sacramento River
CMH,COLEMAN POWERHOUSE,BATTLE CREEK,SHASTA,-122.121667,40.404722,482,Pacific Gas & Electric,Sacramento River
CMI,CAMINO,AMERICAN RIVER,EL DORADO,-120.533,38.833,"3,000",Sacramento Municipal Utility District,Sacramento River
CNH,BATTLE CK DVRSN AT COLEMAN FISH HATCHERY,BATTLE CREEK,TEHAMA,-122.14027,40.40036,446,CA Dept of Water Resources/North Central Region Office,Sacramento River
CNR,CHEROKEE CANAL ABV NELSON RD,COTTONWOOD CREEK,BUTTE,-121.70236,39.597539,170,CA Dept of Water Resources/North Region Office,Sacramento River
CNT,CONTRA COSTA,DELTA,CONTRA COSTA,-121.702809,37.99495,10,US Bureau of Reclamation,Sacramento River
CNW,CONAWAY (GRND WTR),SACRAMENTO RIVER,YOLO,-121.6675,38.64642,30,CA Dept of Water Resources/North Central Region Office,Sacramento River
CNY,CANYON DAM,FEATHER RIVER,PLUMAS,-121.083,40.167,"4,560",Pacific Gas & Electric,Sacramento River
COL,SACRAMENTO RIVER AT COLUSA,SACRAMENTO RIVER,COLUSA,-122.000252,39.214058,50,USGS/DWR,Sacramento River
COW,COW CREEK NEAR MILLVILLE,SACRAMENTO RIVER,SHASTA,-122.233055,40.504875,385,USGS/DWR,Sacramento River
CPH,COLGATE POWER HOUSE,YUBA RIVER,YUBA,-121.188,39.331,180,Yuba County,Sacramento River
CPL,CAPLES LAKE (EID),AMERICAN RIVER,ALPINE,-120.048,38.707,"7,800",El Dorado Irrigation District,Sacramento River
CPR,CAPERTON RESERVOIR,AMERICAN RIVER,SACRAMENTO,-121.220162,38.861859,620,City of Roseville,Sacramento River
CPS,CAMP SECO RAWS,CALAVERAS RIVER,CALAVERAS,-120.866386,38.22361,399,US Bureau of Land Management,Sacramento River
CPT,CAPLES (TWIN) LAKE,AMERICAN RIVER,ALPINE,-120.033,38.7,"8,000",National Weather Service,Sacramento River
CRB,CIRBY CREEK - TINA WAY,AMERICAN RIVER,PLACER,-121.278,38.732,141,City of Roseville,Sacramento River
CRG,CORNING AIRPORT,SACRAMENTO RIVER,TEHAMA,-122.17,39.939,294,CA Dept of Forestry and Fire Protection,Sacramento River
CRP,CRESTA PARK,AMERICAN RIVER,SACRAMENTO,-121.368,38.593,70,Sacramento County,Sacramento River
CSD,CASCADE DITCH,YUBA RIVER,NEVADA,-121.06,39.01,"9,999",Nevada Irrigation District,Sacramento River
CSE,COLLINSVILLE ON SACRAMENTO RIVER,DELTA,SOLANO,-121.8501,38.074,0,CA Dept of Water Resources/Div of Environmental Services,Sacramento River
