ID,Station Name,River Basin,County,Longitude,Latitude,ElevationFeet,Operator,HydrologicArea
FCK,FISH CANYON CK,SANTA CLARA RIVER,LOS ANGELES,-118.66083,34.60306,"1,647",CA Dept of Water Resources/O&M Southern Field Division,South Coast
FLS,FLINN SPRINGS,SAN DIEGO RIVER,SAN DIEGO,-116.864,32.846,880,San Diego County,South Coast
FMC,FREMONT CANYON,SANTA ANA RIVER,ORANGE,-117.708,33.8111,"1,750",Orange County Fire Authority,South Coast
FSN,SAN DIEGO RIVER AT FASHION VALLEY,SAN DIEGO RIVER,SAN DIEGO,-117.168648,32.765049,30,San Diego County,South Coast
GLH,GLEN HELEN REGIONAL PARK,LYTLE CREEK,SAN BERNARDINO,-117.405,34.209,"2,040",San Bernardino County,South Coast
GMO,SAN GUILLERMO,SANTA CLARA RIVER,VENTURA,-119.17028,34.657223,"5,138",Ventura County,South Coast
GMT,GRASS MTN,U SANTA CLARA RIVER,LOS ANGELES,-118.414169,34.640835,"4,626",US Forest Service,South Coast
GOR,GORMAN,SANTA CLARA RIVER,LOS ANGELES,-118.857498,34.796391,"4,000",Los Angeles County,South Coast
GRH,GRANITE HILLS,SAN DIEGO RIVER,SAN DIEGO,-116.917,32.799,533,San Diego County,South Coast
GSP,GREENSPOT PUMPING PLANT,SANTA ANA RIVER,SAN BERNARDINO,-117.106,34.0987,732,CA Dept of Water Resources/Operations and Maintenance,South Coast
HDG,LAKE HODGES,SAN DIEGUITO RIVER,SAN DIEGO,-117.128,33.046,315,San Diego County,South Coast
HEN,HENNINGER FLATS,LOS ANGELES RIVER,LOS ANGELES,-118.0934,34.195,"2,800",Los Angeles County Fire Dept,South Coast
HMT,LAKE HEMET,SAN JACINTO RIVER,RIVERSIDE,-116.705,33.666,"4,202",Lake Hemet Muncipal Water District,South Coast
HNS,HENSHAW,SAN DIEGO RIVER,SAN DIEGO,-116.762,33.24,"2,740",Vista Irrigation District,South Coast
HSD,HENSHAW DAM,SAN DIEGO RIVER,SAN DIEGO,-116.767,33.233,"2,700",Vista Irrigation District,South Coast
JML,JUNCAL DAM (JAMESON LAKE),SANTA YNEZ RIVER,SANTA BARBARA,-119.507,34.492,610,Montecito Water District,South Coast
JNN,LAKE JENNINGS,SAN DIEGO RIVER,SAN DIEGO,-116.892,32.854,707,Helix Water District,South Coast
JUL,JULIAN,SAN DIEGO RIVER,SAN DIEGO,-116.591,33.076,"4,240",CA Dept of Forestry and Fire Protection,South Coast
KEA,KEARNY MESA,SAN DIEGO RIVER,SAN DIEGO,-117.125,32.813,455,San Diego County,South Coast
KNW,KEENWILD,SAN JACINTO RIVER,RIVERSIDE,-116.714,33.714,"4,920",US Forest Service,South Coast
LAN,LOS ANGELES-WSO AIRPORT,VENTURA LA COASTAL,LOS ANGELES,-118.4,33.933,100,National Weather Service,South Coast
LCC,LOS ANGELES CIVIC CENTER,LOS ANGELES RIVER,LOS ANGELES,-118.233,34.05,270,National Weather Service,South Coast
LCK,LOS COCHES CREEK,SAN DIEGO RIVER,SAN DIEGO,-116.902,32.836,560,San Diego County,South Coast
LCL,LEO CARRILLO STATE PARK,VENTURA LA COASTAL,LOS ANGELES,-118.936,34.046,50,Los Angeles County Fire Dept,South Coast
LMS,LA MESA,SAN DIEGO RIVER,SAN DIEGO,-117.024,32.766,530,San Diego County,South Coast
LOK,LOCKWOOD VALLEY ROAD,SANTA CLARA RIVER,VENTURA,-119.100555,34.733891,"5,150",Ventura County,South Coast
LOT,LOWER OTAY,OTAY RIVER,SAN DIEGO,-116.927,32.609,485,City of San Diego,South Coast
LTJ,LITTLE TUJUNGA,LOS ANGELES RIVER,LOS ANGELES,-118.361,34.294,"1,390",US Forest Service,South Coast
LVD,LOVELAND RESERVOIR,SWEETWATER RIVER,SAN DIEGO,-116.792,32.779,"1,366",South Bay Irrigation District,South Coast
LVO,LIVE OAK CANYON - LIVE OAK DAM,LOS ANGELES RIVER,LOS ANGELES,-117.744,34.134,"1,510",Los Angeles County,South Coast
LYC,LYTLE CREEK,SANTA ANA RIVER,SAN BERNARDINO,-117.48,34.234,"2,792",US Forest Service,South Coast
MAT,MATILIJA DAM,VENTURA RIVER,VENTURA,-119.307,34.486,"1,138",Ventura County Flood Control District,South Coast
MCY,MALIBU CANYON,VENTURA LA COASTAL,LOS ANGELES,-118.7033,34.0839,610,Los Angeles County,South Coast
MHW,LAKE MATHEWS,SANTA ANA AB NARROWS,RIVERSIDE,-117.46,33.833,"1,404",Metropolitan Water District,South Coast
MLB,MALIBU,VENTURA LA COASTAL,LOS ANGELES,-118.644,34.0617,"1,575",Los Angeles County Fire Dept,South Coast
MLC,MILL CREEK NEAR LA CANADA,SAN GABRIEL RIVER,LOS ANGELES,-118.0667,34.384724,"3,510",US Forest Service,South Coast
MMR,MIRAMAR,SAN DIEGO RIVER,SAN DIEGO,-117.1,32.9,720,San Diego County,South Coast
MNV,SANTA CLARA R AT MONTALVO,SANTA CLARA RIVER,VENTURA,-119.141,34.279,120,US Geological Survey,South Coast
MOR,MORENA DAM,SAN DIEGO RIVER,SAN DIEGO,-116.55,32.683,"3,053",San Diego County,South Coast
MPK,ARROYO SIMI CK AT NEW LOS ANGELES AVE,CALLEGUAS CREEK,VENTURA,-118.87175,34.27847,510,CA Dept of Water Resources/Southern Region Office,South Coast
MRN,MORMON ROCK,LYTLE CREEK,SAN BERNARDINO,-117.502,34.317,"3,300",US Forest Service,South Coast
MRR,MURRAY RES,SAN DIEGO RIVER,SAN DIEGO,-117.047,32.782,542,San Diego County,South Coast
MTN,MINT CANYON FIRE STATION,SANTA CLARA RIVER,LOS ANGELES,-118.361946,34.50861,"2,791",Los Angeles County,South Coast
NHP,NEWHALL PASS,SANTA CLARA RIVER,LOS ANGELES,-118.5203,34.3369,"2,135",Los Angeles County Fire Dept,South Coast
NRD,NORDHOFF RIDGE,VENTURA RIVER,VENTURA,-119.23,34.51,"4,100",Ventura County,South Coast
OCS,SAN LUIS REY RIVER AT OCEANSIDE,SAN LUIS REY RIVER,SAN DIEGO,-117.359,33.218,20,US Geological Survey,South Coast
OKG,OAK GROVE,SANTA MARGARITA RIVER,SAN DIEGO,-116.795,33.393,"2,752",US Forest Service,South Coast
OLH,OLIVENHAIN RESERVOIR,SAN DIEGUITO RIVER,SAN DIEGO,-117.138333,33.074044,800,San Diego County,South Coast
OPP,OSO PUMPING PLANT,NOT SPECIFIED,LOS ANGELES,-118.720091,34.810534,"3,082",CA Dept of Water Resources/Operations and Maintenance,South Coast
OSM,OCEANSIDE MARINA,SAN DIEGO RIVER,SAN DIEGO,-117.4,33.217,10,Oceanside Small Craft Harbor,South Coast
OXN,OXNARD,SANTA CLARA RIVER,VENTURA,-119.183,34.2,49,City of Oxnard,South Coast
OZN,OZENA,CUYAMA RIVER,VENTURA,-119.354,34.682,"3,670",US Forest Service,South Coast
PAU,SAN LUIS REY R AT PAUMA VALLEY,SAN LUIS REY RIVER,SAN DIEGO,-117.00093,33.313297,741,CA Dept of Water Resources/Southern Region Office,South Coast
PCQ,PIRU CANYON NEAR LAKE PIRU,PIRU CREEK,LOS ANGELES,-118.7567,34.513332,100,Ventura County Watershed Protection District,South Coast
PDD,WALNUT CREEK AT PUDDINGSTONE DAM,SAN GABRIEL RIVER,LOS ANGELES,-117.807,34.092,"1,030",Los Angeles County,South Coast
PIR,PIRU CREEK BLW BUCK CR NR PYRAMID LAKE,PIRU CREEK,VENTURA,-118.823,34.665,"2,600",CA Dept of Water Resources,South Coast
POP,ANTELOPE VALLEY CALIF POPPY RESERVE,ANTELOPE VALLEY,LOS ANGELES,-118.404,34.738,"2,760",Los Angeles County Fire Dept,South Coast
POT,POTRERO,SWEETWATER RIVER,SAN DIEGO,-116.609,32.605,"2,350",CA Dept of Forestry and Fire Protection,South Coast
PRA,PRADO DAM,SANTA ANA RIVER,RIVERSIDE,-117.643,33.89,566,US Army Corps of Engineers,South Coast
PRR,PERRIS,SAN JACINTO RIVER,RIVERSIDE,-117.183,33.858,"1,600",CA Dept of Water Resources/O&M Southern Field Division,South Coast
PRU,LAKE PIRU,PIRU CREEK,VENTURA,-118.751,34.461,213,United Water Conservation District,South Coast
PUD,SAN DIMAS CK AT PUDDINGSTON DIVERSN,SAN GABRIEL RIVER,LOS ANGELES,-117.782,34.121,"1,130",Los Angeles County,South Coast
PYL,PYRAMID LAKE VISITORS CENTER,PIRU CREEK,LOS ANGELES,-118.7642,34.66,100,Ventura County Watershed Protection District,South Coast
PYM,PYRAMID,U SANTA CLARA RIVER,LOS ANGELES,-118.764528,34.644153,"2,606",CA Dept of Water Resources/O&M Southern Field Division,South Coast
RAN,RANCHITA,SAN LUIS REY RIVER,SAN DIEGO,-116.497498,33.222221,"3,450",CA Dept of Forestry and Fire Protection,South Coast
RLC,RAILROAD CANYON,SANTA ANA RIVER,RIVERSIDE,-117.272,33.675,"1,398",Elsinore Valley Municipal Water District,South Coast
RVA,SANTA CLARA R AT MRCA BR,SANTA CLARA RIVER,LOS ANGELES,-118.27802,34.43865,"2,196",CA Dept of Water Resources/Southern Region Office,South Coast
SAF,SANTA FE,SAN GABRIEL RIVER,LOS ANGELES,-117.9464,34.1261,500,Los Angeles County Fire Dept,South Coast
SAR,SANTA ROSA PLATEAU,SAN JACINTO RIVER,RIVERSIDE,-117.231,33.529,"1,980",CA Dept of Forestry and Fire Protection,South Coast
SAU,SAUGUS,SANTA CLARA RIVER,LOS ANGELES,-118.525,34.425,"1,450",Los Angeles County Fire Dept,South Coast
SCY,SAN BERNARDINO COUNTY YARD,SANTA ANA RIVER,SAN BERNARDINO,-117.268,34.104,"1,042",San Bernardino County,South Coast
SDD,SADDLEBACK BUTTE,ANTELOPE VALLEY,LOS ANGELES,-117.821,34.668,"2,590",Los Angeles County Fire Dept,South Coast
SDG,SAN DIEGO NWS-LINDBERGH FIELD,SAN DIEGO RIVER,SAN DIEGO,-117.167,32.733,13,National Weather Service,South Coast
SEV,SEVEN OAKS DAM (CW3E),SANTA ANA RIVER,SAN BERNARDINO,-117.087486,34.114756,"2,582",Center for Western Weather and Water Extremes,South Coast
SGB,SAN GABRIEL,SAN GABRIEL RIVER,LOS ANGELES,-117.858,34.207,"1,481",Los Angeles County,South Coast
SGC,SANTIAGO CREEK RES (IRVINE LAKE),SANTA ANA RIVER,ORANGE,-117.723,33.785,810,Serrano Irrigation Dist and Irvine Ranch Water Dist,South Coast
SIH,SIMI VALLEY HIGH SCHOOL,VENTURA RIVER,VENTURA,-118.6836,34.2763,0,Ventura County,South Coast
SKN,SKINNER,SAN DIEGO RIVER,RIVERSIDE,-117.072,33.583,"1,479",Metropolitan Water District,South Coast
SME,SOUTH MOUNTAIN EAST,SANTA CLARA RIVER,VENTURA,-119.044,34.301,"1,020",Ventura County,South Coast
SMG,SAN MIGUEL,SWEETWATER RIVER,SAN DIEGO,-116.974,32.685,425,US Fish & Wildlife Service,South Coast
SND,SAN DIMAS DAM,SAN GABRIEL RIVER,LOS ANGELES,-117.771,34.153,"1,350",Los Angeles County,South Coast
SNT,SANTEE,SAN DIEGO RIVER,SAN DIEGO,-117.027,32.841,300,San Diego County,South Coast
SRA,SAN RAFAEL HILLS,LOS ANGELES RIVER,LOS ANGELES,-118.2125,34.1942,"1,770",Los Angeles County Fire Dept,South Coast
SSP,SESPE CREEK NR FILLMORE,SANTA CLARA RIVER,VENTURA,-118.927322,34.441662,565,US Geological Survey,South Coast
STD,SUTHERLAND RESERVOIR,SAN DIEGUITO RIVER,SAN DIEGO,-116.787,33.118,"2,074",San Diego County,South Coast
STF,SANTA CLARA RIVER AT FREEMAN DIVERSION,SANTA CLARA RIVER,VENTURA,-119.1078,34.2994,187,Ventura County,South Coast
SVD,SAN VICENTE DAM,SAN DIEGO RIVER,SAN DIEGO,-116.924,32.913,663,San Diego County,South Coast
SVO,SEVEN OAKS DAM,SANTA ANA RIVER,SAN BERNARDINO,-117.0978,34.1178,"2,610","Orange, Riverside and San Bernardino Counties",South Coast
SVT,SAN VICENTE,SAN DIEGO RIVER,SAN DIEGO,-116.924,32.912,560,City of San Diego,South Coast
SW3,SWEETWATER RESERVOIR,SWEETWATER RIVER,SAN DIEGO,-117.007,32.692,252,South Bay Irrigation District,South Coast
SYC,SYCAMORE CANYON,SANTA CLARA RIVER,VENTURA,-119.076,34.583,"4,800",Ventura County,South Coast
SYS,SANTA YSABEL,SAN DIEGO RIVER,SAN DIEGO,-116.673,33.109,"2,990",San Diego County,South Coast
TAN,TANBARK ANGELES NF,LOS ANGELES RIVER,LOS ANGELES,-117.767,34.167,"2,730",US Forest Service,South Coast
TCL,TEMESCAL CANYON LAKE,SANTA ANA RIVER,RIVERSIDE,-117.5303,33.86722,0,CA Dept of Water Resources/Southern Region Office,South Coast
THP,THOMPSON CREEK DAM,LOS ANGELES RIVER,LOS ANGELES,-117.709,34.139,"1,600",Los Angeles County,South Coast
TNR,TONNER CANYON,SANTA ANA RIVER,LOS ANGELES,-117.8222,33.9475,"1,340",Los Angeles County Fire Dept,South Coast
TPG,TOPANGA RAWS,VENTURA LA COASTAL,LOS ANGELES,-118.605,34.1364,"1,600",Los Angeles County Fire Dept,South Coast
USC,LOS ANGELES / USC,LOS ANGELES RIVER,LOS ANGELES,-118.291389,34.021667,185,National Weather Service,South Coast
VAL,VALLEY CENTER,SAN LUIS REY RIVER,SAN DIEGO,-117.0142,33.2394,"1,370",CA Dept of Forestry and Fire Protection,South Coast
VCA,SANTA CLARA RIVER AT VICTORIA AVENUE,SANTA CLARA RIVER,VENTURA,-119.2158,34.235,30,Ventura County,South Coast
VFP,VENTURA RIVER - FOSTER PARK,VENTURA RIVER,VENTURA,-119.31,34.35,200,US Geological Survey,South Coast
VIL,VAIL LAKE,SANTA MARGARITA RIVER,RIVERSIDE,-116.976,33.496,"1,470",Rancho Calif Water District,South Coast
VTU,VENTURA COUNTY GOVERNMENT CENTER,SANTA CLARA RIVER,VENTURA,-119.209,34.268,280,Ventura County,South Coast
WLN,WALNUT CREEK SB,SAN GABRIEL RIVER,LOS ANGELES,-117.874,34.074,520,Los Angeles County,South Coast
WLS,MOUNT WILSON NO 2,VENTURA LA COASTAL,LOS ANGELES,-118.067,34.233,"5,709",National Weather Service,South Coast
WLY,WILEY RIDGE,VENTURA LA COASTAL,VENTURA,-118.8408,34.3717,"1,665",Ventura Cty Air Polution Control District,South Coast
WP1,WARNE POWER PLANT PENSTOCK 1,SANTA CLARA RIVER,LOS ANGELES,-118.7881,34.6852,"2,600",CA Dept of Water Resources/Operations and Maintenance,South Coast
WP2,WARNE POWER PLANT COOLING WATER SUPPLY,SANTA CLARA RIVER,LOS ANGELES,-118.7881,34.6852,"2,600",CA Dept of Water Resources/Operations and Maintenance,South Coast
WP3,WARNE POWER PLANT COOLING WATER RETURN,SANTA CLARA RIVER,LOS ANGELES,-118.7881,34.6852,"2,600",CA Dept of Water Resources/Operations and Maintenance,South Coast
WP4,WARNE POWER PLANT DRAINAGE SUMP,SANTA CLARA RIVER,LOS ANGELES,-118.7881,34.6852,"2,600",CA Dept of Water Resources/Operations and Maintenance,South Coast
WSG,WARM SPRINGS (USFS),SANTA CLARA RIVER,LOS ANGELES,-118.55,34.583,"4,020",US Forest Service,South Coast
WTK,WHITAKER,SANTA CLARA RIVER,LOS ANGELES,-118.74,34.569,"4,120",Los Angeles County Fire Dept,South Coast
WWP,WHITTIER HILLS WILDERNESS PRESERVE,SAN GABRIEL RIVER,LOS ANGELES,-118.01,33.984,950,Los Angeles County Fire Dept,South Coast
YDR,SANTA MARGARITA RIVER - YSIDORA,SANTA MARGARITA RIVER,SAN DIEGO,-117.39,33.24,75,US Geological Survey,South Coast
