ID,Station Name,River Basin,County,Longitude,Latitude,ElevationFeet,Operator,HydrologicArea
BNR,BUNNING RANCH,FRESNO RIVER,MARIPOSA,-119.89,37.3678,"1,520",US Army Corps of Engineers,San Joaquin River
BPL,BEAR POOL,MERCED RIVER,MERCED,-120.61,37.3667,459,US Army Corps of Engineers,San Joaquin River
BPO,BURNS POOL,MERCED RIVER,MERCED,-120.275,37.3767,167,US Army Corps of Engineers,San Joaquin River
BRD,BEARDSLEY LAKE,STANISLAUS RIVER,TUOLUMNE,-120.075,38.203,"3,398",Oakdale South San Joaquin Irrigation District,San Joaquin River
BSD,BEAR CK BLW EASTSIDE CANAL,SAN JOAQUIN RIVER,MADERA,-120.7194,37.2547,95,CA Dept of Water Resources/South Central Region Office,San Joaquin River
BSN,BIG SANDY,MERCED RIVER,MARIPOSA,-119.5856,37.4684,"5,757",UC Merced,San Joaquin River
BTT,BATTERSON,SAN JOAQUIN RIVER,MADERA,-119.617,37.383,"3,160",US Forest Service,San Joaquin River
BUC,BUCHANAN DAM,CHOWCHILLA RIVER,MADERA,-119.97,37.213,450,US Army Corps of Engineers,San Joaquin River
BUR,BURNS CREEK DAM,MERCED RIVER,MERCED,-120.275,37.377,319,US Army Corps of Engineers,San Joaquin River
BV1,BEAR VALLEY RIDGE 1,MOKELUMNE RIVER,AMADOR,-120.228,38.618,"6,700","Pacific Gas and Electric Company, Angels Camp",San Joaquin River
BVE,BEAVER,MOKELUMNE RIVER,AMADOR,-120.317,38.483,"5,000",US Forest Service,San Joaquin River
BWD,BROWNS CK DIVERSION CANAL NR BASS LAKE,SAN JOAQUIN RIVER,MADERA,-119.5192,37.2886,"3,583",Pacific Gas & Electric,San Joaquin River
C12,CAL AQUEDUCT CHECK 12 (KA006633),SAN JOAQUIN RIVER,MERCED,-121.058,37.118,224,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
C13,CAL AQUEDUCT CHECK 13 (KA007089),SAN JOAQUIN RIVER,MERCED,-121.0151,37.0742,204,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
C21,CAL AQUEDUCT CHECK 21 (KA017226),KINGS RIVER,KINGS,-119.9769,36.0142,320,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
C3B,PG&E CONDUIT #3 NR BASS LAKE,SAN JOAQUIN RIVER,MADERA,-119.5289,37.2892,"3,300",Pacific Gas & Electric,San Joaquin River
C41,CAL AQUEDUCT CHECK 41 (KA030341),MOJAVE RIVER,KERN,-118.7119,34.834,"3,280",CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
C42,SAN JOAQUIN R AT CHANNEL MARKER 42,SAN JOAQUIN RIVER,SACRAMENTO,121.602684,38.100655,0,US Geological Survey,San Joaquin River
CBD,CHERRY CK BL DION R PH NR MATHER,TUOLUMNE RIVER,TUOLUMNE,-119.969902,37.890202,"2,150",US Geological Survey,San Joaquin River
CBM,COLBY MEADOW,SAN JOAQUIN RIVER,FRESNO,-118.72,37.178,"9,700","Southern California Edison Company, Big Creek",San Joaquin River
CBP,CHOWCHILLA BYPASS,SAN JOAQUIN RIVER,MADERA,-120.285,36.774,170,San Luis Delta-Mendota Water Authority,San Joaquin River
CBV,CHERRY CK BL VALLEY DAM NR HETCH HETCHY,TUOLUMNE RIVER,TUOLUMNE,-119.917404,37.967701,"4,337",US Geological Survey,San Joaquin River
CCK,CANTUA CREEK NEAR MT WHITNEY AVENUE,SAN JOAQUIN VLY WEST,FRESNO,-120.295,36.43,330,CA Dept of Water Resources/South Central Region Office,San Joaquin River
CCW,CCWD MIDDLE RIVER PP ON VICTORIA CANAL,DELTA,CONTRA COSTA,-121.54379,37.86654,0,Contra Costa Water District,San Joaquin River
CEI,CHERRY CREEK NEAR EARLY INTAKE,TUOLUMNE RIVER,TUOLUMNE,-119.962685,37.894367,"2,272",US Geological Survey,San Joaquin River
CF1,CFA RAWS NR IONE,SAN JOAQUIN RIVER,AMADOR,-120.9303,38.38,660,CA Dept of Forestry and Fire Protection,San Joaquin River
CFL,CRANE FLAT LOOKOUT,MERCED RIVER,MARIPOSA,-119.820561,37.759469,"6,634",National Park Service,San Joaquin River
CFM,CLARK FORK MEADOW,STANISLAUS RIVER,ALPINE,-119.68,38.362,"8,900","Pacific Gas and Electric Company, Angels Camp",San Joaquin River
CGR,CEDAR GROVE,KINGS RIVER,TULARE,-118.659,36.788,"4,720",National Park Service,San Joaquin River
CGV,COSGROVE CK NR VALLEY SPRINGS,CALAVERAS RIVER,CALAVERAS,-120.8472,38.1361,547,US Army Corps of Engineers,San Joaquin River
CHM,CHILKOOT MEADOW,SAN JOAQUIN RIVER,MADERA,-119.492188,37.40839,"7,150",US Bureau of Reclamation,San Joaquin River
CHO,CHIQUITO CREEK CANAL,SAN JOAQUIN RIVER,MADERA,-119.47937,37.40855,"7,470",Pacific Gas & Electric,San Joaquin River
CHQ,CHIQUITO CREEK,SAN JOAQUIN RIVER,MADERA,-119.408,37.498,"6,800",Bass Lake Ranger District,San Joaquin River
CHV,CHERRY VALLEY DAM,TUOLUMNE RIVER,TUOLUMNE,-119.917,37.967,"4,765",Hetch Hetchy Water and Power,San Joaquin River
CIS,OLD RIVER AT CONEY ISLAND,SAN JOAQUIN RIVER,CONTRA COSTA,-121.537971,37.845894,5,CA Dept of Water Resources/North Central Region Office,San Joaquin River
CKT,CHILKOOT LAKE,SAN JOAQUIN RIVER,MADERA,-119.48,37.408,"7,450",Bass Lake Ranger District,San Joaquin River
CLM,CLOVER MEADOW,SAN JOAQUIN RIVER,MADERA,-119.275,37.528,"7,000",Bass Lake Ranger District,San Joaquin River
CMF,COSUMNES R MID FORK NR SOMERSET,COSUMNES RIVER,EL DORADO,-120.702454,38.624508,"1,648",CA Dept of Water Resources/North Central Region Office,San Joaquin River
CMN,CAMANCHE RESERVOIR,MOKELUMNE RIVER,SAN JOAQUIN,-121.021,38.225,236,East Bay Municipal Utility District,San Joaquin River
CMW,CAMP MATHER WEATHER,TUOLUMNE RIVER,TUOLUMNE,-119.859412,37.878168,"4,810",City of San Francisco,San Joaquin River
CNF,COSUMNES R N FORK NR EL DORADO,COSUMNES RIVER,EL DORADO,-120.84449,38.589031,840,CA Dept of Water Resources/North Central Region Office,San Joaquin River
CNV,CRANE VALLEY,SAN JOAQUIN RIVER,MADERA,-119.517,37.283,"3,380",Pacific Gas & Electric,San Joaquin River
CPD,CAMP PARDEE,MOKELUMNE RIVER,CALAVERAS,-120.867,38.25,658,East Bay Municipal Utility District,San Joaquin River
CRA,CORA LAKES,SAN JOAQUIN RIVER,MADERA,-119.267,37.598,"8,400",Bass Lake Ranger District,San Joaquin River
CRF,CORRAL FLAT,MOKELUMNE RIVER,EL DORADO,-120.218,38.625,"7,200",Amador Ranger District,San Joaquin River
CRM,CORRAL MEADOW,STANISLAUS RIVER,TUOLUMNE,-120.04,38.398,"6,650",Calaveras Ranger District,San Joaquin River
CRR,CRANE VALLEY RESERVOIR (PG&E),SAN JOAQUIN RIVER,MADERA,-119.526,37.291,"3,400",Pacific Gas & Electric,San Joaquin River
CRS,MERCED RIVER AT CRESSY,MERCED RIVER,MERCED,-120.663,37.425,165,CA Dept of Water Resources/South Central Region Office,San Joaquin River
CRT,CORRECTIONAL CTR,COSUMNES RIVER,SACRAMENTO,-121.424,38.307,18,Sacramento County,San Joaquin River
CS2,CAMANCHE SO. STA.2,MOKELUMNE RIVER,CALAVERAS,-120.972,38.204,331,San Joaquin County,San Joaquin River
CSN,COSUMNES R AT MICHIGAN BAR,COSUMNES RIVER,SACRAMENTO,-121.044,38.5,168,US Geological Survey,San Joaquin River
CSP,CHALK PLANT NR NEW SAN PEDRO,TUOLUMNE RIVER,TUOLUMNE,-120.542367,37.808183,895,San Francisco County,San Joaquin River
CVD,CHERRY VALLEY DAM,TUOLUMNE RIVER,TUOLUMNE,-119.917,37.967,"4,765",US Army Corps of Engineers,San Joaquin River
CVM,CHERRY VALLEY MET STATION,TUOLUMNE RIVER,TUOLUMNE,-119.916,37.97466,"4,770",City and County of San Francisco PUC,San Joaquin River
CVR,CATHEY'S VALLEY,SAN JOAQUIN RIVER,MARIPOSA,-120.0769,37.3803,"1,200",CA Dept of Forestry and Fire Protection,San Joaquin River
CVS,CALAVERAS RANGER STATION,STANISLAUS RIVER,CALAVERAS,-120.367546,38.196606,"3,360",US Bureau of Reclamation,San Joaquin River
CVT,CALAVERAS BIG TREES,STANISLAUS RIVER,CALAVERAS,-120.317,38.283,"4,695",National Weather Service,San Joaquin River
CWS,CRABTREE WEATHER STATION,TUOLUMNE RIVER,STANISLAUS,-120.6006,37.725,226,Stanislaus County,San Joaquin River
CYL,CHERRY LAKE NR HETCH HETCHY (USGS),TUOLUMNE RIVER,TUOLUMNE,-119.913,37.976,"4,715",US Geological Survey,San Joaquin River
CYT,COYOTE LAKE,SAN JOAQUIN RIVER,FRESNO,-119.073,37.208,"8,850","Southern California Edison Company, Big Creek",San Joaquin River
DAN,DANA MEADOWS,TUOLUMNE RIVER,TUOLUMNE,-119.25726,37.896162,"9,800",CA Dept of Water Resources/DFM-Hydro-SMN,San Joaquin River
DBC,DIABLO CANYON,SAN JOAQUIN RIVER,STANISLAUS,-121.302,37.329,"1,850",CA Dept of Forestry and Fire Protection,San Joaquin River
DBD,DISCOVERY BAY AT DISCOVERY BAY BLVD,SAN JOAQUIN RIVER,CONTRA COSTA,-121.6025,37.8928,9,CA Dept of Water Resources/North Central Region Office,San Joaquin River
DBI,DISCOVERY BAY AT INDIAN SLOUGH,SAN JOAQUIN RIVER,CONTRA COSTA,-121.586723,37.917652,6,CA Dept of Water Resources/North Central Region Office,San Joaquin River
DCC,DRY CREEK NEAR COULTERVILLE,MERCED RIVER,MARIPOSA,-120.312,37.654,728,Merced Irrigation District,San Joaquin River
DCD,DUCK CK DIVERSION,SAN JACINTO RIVER,SAN JOAQUIN,-120.99,37.9383,113,US Army Corps of Engineers,San Joaquin River
DCM,DRY CREEK NEAR MODESTO,TUOLUMNE RIVER,STANISLAUS,-120.922,37.657,88,CA Dept of Water Resources/South Central Region Office,San Joaquin River
DDL,DUDLEYS (MCDIARMID FIRE STATION),MERCED RIVER,MARIPOSA,-120.09614,37.72091,"3,000",CA Dept of Water Resources/DFM-Hydro-SMN,San Joaquin River
DDM,DEADMAN CREEK,STANISLAUS RIVER,TUOLUMNE,-119.654114,38.331596,"9,250",US Bureau of Reclamation,San Joaquin River
DFR,DRY CK AT FIELDS RD,MERCED RIVER,MERCED,-120.38944,37.57889,321,Merced Irrigation District,San Joaquin River
DGL,DOUGHTY CUT ABOVE GRANT LINE CANAL,SAN JOAQUIN RIVER,SAN JOAQUIN,-121.425,37.815,18,CA Dept of Water Resources/North Central Region Office,San Joaquin River
DLP,DIAMOND LN PRECIP NR GLENCOE,MOKELUMNE RIVER,CALAVERAS,-120.61837,38.34315,"2,140",US Geological Survey,San Joaquin River
DM2,CHECK 20,SAN JOAQUIN RIVER,FRESNO,-120.439097,36.829918,165,US Bureau of Reclamation,San Joaquin River
DM3,CHECK 21,SAN JOAQUIN RIVER,FRESNO,-120.372473,36.780899,164,US Bureau of Reclamation,San Joaquin River
DNB,SAN JOAQUIN R AT DONNY BRIDGE,SAN JOAQUIN RIVER,MADERA,-119.9658,36.8335,239,US Bureau of Reclamation,San Joaquin River
DNP,DON PEDRO RESERVOIR,TUOLUMNE RIVER,TUOLUMNE,-120.421,37.702,830,USGS/USACE,San Joaquin River
DON,DONNELLS,STANISLAUS RIVER,TUOLUMNE,-119.96,38.329,"4,835",US Bureau of Reclamation,San Joaquin River
DPC,DEL PUERTO CK - USGS,SAN JOAQUIN RIVER,STANISLAUS,-121.2081,37.4867,43,US Geological Survey,San Joaquin River
DPO,DEVILS POSTPILE,SAN JOAQUIN RIVER,MADERA,-119.084671,37.62941,"7,569",CA Dept of Water Resources/DFM-Hydro-SMN,San Joaquin River
DPW,DON PEDRO RESERVOIR WEATHER,TUOLUMNE RIVER,TUOLUMNE,-120.417712,37.70028,830,Turlock Irrigation District,San Joaquin River
DSA,DOS AMIGOS PUMPING PLANT,SAN JOAQUIN RIVER,MERCED,-120.825577,36.924097,100,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
DSJ,DUTCH SLOUGH AT JERSEY ISLAND,SAN JOAQUIN RIVER,CONTRA COSTA,-121.671,38.013,10,US Geological Survey,San Joaquin River
DSN,DRY CREEK NR SNELLING,MERCED RIVER,MERCED,-120.463,37.555,230,Merced Irrigation District,San Joaquin River
DTL,DUTCH LAKE,SAN JOAQUIN RIVER,FRESNO,-118.997,37.258,"9,100","Southern California Edison Company, Big Creek",San Joaquin River
DUC,DUDLEY RANCH BELOW COULTERVILLE,MERCED RIVER,MARIPOSA,-120.133,37.741,"3,654",Merced Irrigation District,San Joaquin River
DW1,DEADWOOD REPEATER,FRESNO RIVER,MADERA,-119.685,37.3136,"4,540",US Army Corps of Engineers,San Joaquin River
DYR,DYER RESERVOIR,DELTA,CONTRA COSTA,-121.674913,37.757824,805,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
EBM,EASTSIDE BYPASS BLW MARIPOSA BYPASS,SAN JOAQUIN RIVER,MERCED,-120.6981,37.205,115,CA Dept of Water Resources/South Central Region Office,San Joaquin River
ECK,ELEANOR CK NR HETCH HETCHY,TUOLUMNE RIVER,TUOLUMNE,-119.882126,37.96909,"4,500",US Geological Survey,San Joaquin River
EDT,LAKE ELEANOR DIV TUNNEL,TUOLUMNE RIVER,TUOLUMNE,-119.881,37.98,"4,620",US Geological Survey,San Joaquin River
EGM,EAGLE MEADOW,STANISLAUS RIVER,TUOLUMNE,-119.832,38.288,"7,500","Pacific Gas and Electric Company, Angels Camp",San Joaquin River
ELG,ELK GROVE FISH HATCHERY,COSUMNES RIVER,SACRAMENTO,-121.374,38.421,45,Sacramento County,San Joaquin River
ELN,EASTSIDE BYPASS NEAR EL NIDO,SAN JOAQUIN RIVER,MERCED,-120.6053,37.1475,100,CA Dept of Water Resources/South Central Region Office,San Joaquin River
ELW,EASTMAN LAKE WEATHER,CHOWCHILLA RIVER,MADERA,-119.97,37.2133,540,US Army Corps of Engineers,San Joaquin River
EML,EMERALD LAKE,SAN JOAQUIN RIVER,FRESNO,-118.762,37.183,"10,600","Southern California Edison Company, Big Creek",San Joaquin River
ENR,LAKE ELEANOR,TUOLUMNE RIVER,TUOLUMNE,-119.88,37.974,"4,660",Hetch Hetchy Water and Power,San Joaquin River
EPW,EL PORTAL,MERCED RIVER,MARIPOSA,-119.787917,37.675333,"2,073",National Park Service,San Joaquin River
ESP,ESPERANZA (BANNER ROAD),CALAVERAS RIVER,CALAVERAS,-120.48975,38.284417,"2,512",CA Dept of Forestry and Fire Protection,San Joaquin River
EW3,EASTSIDE WELL MW-3,MERCED RIVER,MERCED,-120.70306,37.4775,164,Eastside Water District,San Joaquin River
EXC,NEW EXCHEQUER-LK MCCLURE,MERCED RIVER,MARIPOSA,-120.27,37.585,879,Merced Irrigation District,San Joaquin River
FAL,FALSE RIVER NEAR OAKLEY,DELTA,CONTRA COSTA,-121.6669,38.0558,0,USGS/DWR,San Joaquin River
FCT,FISHERMANS CUT,SAN JOAQUIN RIVER,SAN JOAQUIN,-121.648838,38.067822,4,CA Dept of Water Resources/North Central Region Office,San Joaquin River
FDD,FIDDLETOWN,COSUMNES RIVER,AMADOR,-120.7,38.533,"2,160",National Weather Service,San Joaquin River
FDL,FIDDLETOWN,COSUMNES RIVER,AMADOR,-120.7,38.533,"2,160",US Bureau of Reclamation,San Joaquin River
FEN,FENCE MEADOW,KINGS RIVER,FRESNO,-119.175,36.961,"5,048",US Forest Service,San Joaquin River
FFB,SAN JOAQUIN R AT FREMONT FORD BRIDGE,SAN JOAQUIN RIVER,MERCED,-120.931038,37.30994,65,US Geological Survey,San Joaquin River
FGC,FRIANT GOVERNMENT CAMP,SAN JOAQUIN RIVER,FRESNO,-119.717,36.983,410,National Weather Service,San Joaquin River
FHH,FALLS CK NR HETCH HETCHY,TUOLUMNE RIVER,TUOLUMNE,-119.7633,37.9708,"5,350",City and County of San Francisco,San Joaquin River
FHL,FRESNO R ABV HENLEY LAKE,FRESNO RIVER,MADERA,-119.8561,37.1506,540,US Army Corps of Engineers,San Joaquin River
FLC,FLORENCE LAKE,SAN JOAQUIN RIVER,FRESNO,-118.962,37.277,"7,200","Southern California Edison Company, Big Creek",San Joaquin River
FLK,FLETCHER LAKE 2,MERCED RIVER,TUOLUMNE,-119.3459,37.7956,"10,100",Yosemite National Park,San Joaquin River
FLR,FLORENCE LAKE (SCE),SAN JOAQUIN RIVER,FRESNO,-118.967,37.267,"7,325","Southern California Edison Company, Big Creek",San Joaquin River
FLV,VOGELSANG,MERCED RIVER,MARIPOSA,-119.347404,37.794571,"10,095",Merced Irrigation District,San Joaquin River
FLW,FLOWER MOUNTAIN,STANISLAUS RIVER,TUOLUMNE,-120.6803,37.92,"1,480",US Army Corps of Engineers,San Joaquin River
FR1,FARMINGTON CENTRAL ID CANAL,LITTLEJOHN CREEK,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers,San Joaquin River
FR2,FARMINGTON STOCKTON EAST CANAL,LITTLEJOHN CREEK,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers,San Joaquin River
FRK,FRANK'S TRACT MID TRACT,DELTA,CONTRA COSTA,-121.5981,38.046417,0,CA Dept of Water Resources/Div of Environmental Services,San Joaquin River
FRM,FARMINGTON (SPILL ELEV 156.5 FT),LITTLEJOHN CREEK,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers,San Joaquin River
FRT,FRIANT DAM,SAN JOAQUIN RIVER,FRESNO,-119.697777,36.994499,578,US Bureau of Reclamation,San Joaquin River
FRU,FRESNO R LEWIS FORK NR OAKHURST,FRESNO RIVER,MADERA,-119.6392,37.345,"2,295",CA Dept of Water Resources/South Central Region Office,San Joaquin River
FS1,MERCED RIVER AT FERGUSON SLIDE UPSTREAM,MERCED RIVER,MARIPOSA,-119.897264,37.655171,"1,385",CA Dept of Transportation (Caltrans),San Joaquin River
FS2,MERCED RIVER AT FERGUSON SLIDE DOWNSTRM,MERCED RIVER,MARIPOSA,-119.900683,37.660086,"1,371",CA Dept of Transportation (Caltrans),San Joaquin River
FS3,MERCED RIVER ABOVE FERGUSON SLIDE,MERCED RIVER,MARIPOSA,-119.899241,37.656805,"1,475",CA Dept of Transportation (Caltrans),San Joaquin River
FWQ,SAN JOAQUIN R AT FRIANT DAM-WQ,SAN JOAQUIN RIVER,FRESNO,-119.7061,36.9993,330,US Bureau of Reclamation,San Joaquin River
GCT,GRANTLINE CANAL AT TRACY RD BRIDGE,SAN JOAQUIN RIVER,SAN JOAQUIN,-121.44986,37.820145,25,CA Dept of Water Resources,San Joaquin River
GDJ,GOODWIN N MAIN (SSJ) CANAL,STANISLAUS RIVER,CALAVERAS,-120.603,37.875,359,US Bureau of Reclamation,San Joaquin River
GDS,GOODWIN S MAIN (OAKDALE) CANAL,STANISLAUS RIVER,CALAVERAS,-120.603,37.875,359,US Bureau of Reclamation,San Joaquin River
GDW,GOODWIN DAM,STANISLAUS RIVER,CALAVERAS,-120.6297,37.8628,359,US Bureau of Reclamation,San Joaquin River
GFL,GIN FLAT (COURSE),MERCED RIVER,MARIPOSA,-119.773,37.765,"7,000",Yosemite National Park,San Joaquin River
GIN,GIN FLAT,MERCED RIVER,MARIPOSA,-119.774907,37.766887,"7,050",CA Dept of Water Resources/DFM-Hydro-SMN,San Joaquin River
GLC,GRANTLINE CANAL (USGS),SAN JOAQUIN RIVER,SAN JOAQUIN,-121.5485,37.8196,10,USGS/DWR,San Joaquin River
GLE,GRANT LINE CANAL EAST,SAN JOAQUIN RIVER,SAN JOAQUIN,-121.434856,37.820258,6,CA Dept of Water Resources/North Central Region Office,San Joaquin River
GNL,GIANELLI MEADOW,STANISLAUS RIVER,TUOLUMNE,-119.893188,38.204308,"8,400",US Bureau of Reclamation,San Joaquin River
GPO,GRANITE PORTAL,TUOLUMNE RIVER,TUOLUMNE,-119.953053,37.907655,"4,304",Center for Western Weather and Water Extremes,San Joaquin River
GPP,GIANELLI PUMPING PLANT,SAN JOAQUIN RIVER,MERCED,-121.077111,37.069751,0,CA Dept of Water Resources/Operations and Maintenance,San Joaquin River
GRF,SAN JOAQUIN RIVER AT GRAVELLY FORD,SAN JOAQUIN RIVER,FRESNO,-120.16,36.798,170,US Bureau of Reclamation,San Joaquin River
GRM,GREEN MOUNTAIN,SAN JOAQUIN RIVER,MADERA,-119.232559,37.549599,"7,900",US Bureau of Reclamation,San Joaquin River
GRN,GREEN SPRINGS,TUOLUMNE RIVER,TUOLUMNE,-120.5,37.833,"1,020",CA Dept of Forestry and Fire Protection,San Joaquin River
GRV,GRAVEYARD MEADOW,SAN JOAQUIN RIVER,MADERA,-119.292892,37.46344,"6,900",US Bureau of Reclamation,San Joaquin River
GTM,GOAT MOUNTAIN,SAN JOAQUIN RIVER,MADERA,-119.550171,37.2714,"4,520",US Bureau of Reclamation,San Joaquin River
GTO,GOODWIN TUNNEL OUTLET,SAN JOAQUIN RIVER,SAN JOAQUIN,-120.6822,37.8492,600,US Army Corps of Engineers,San Joaquin River
GVL,GROVELAND R S,TUOLUMNE RIVER,TUOLUMNE,-120.1,37.817,"3,145",US Forest Service,San Joaquin River
GYP,GAYLOR PIT,TUOLUMNE RIVER,TUOLUMNE,-119.312323,37.881747,"9,200",National Park Service,San Joaquin River
H59,MERCED R AT HWY 59 (MID),MERCED RIVER,MERCED,-120.5,37.47028,210,Merced Irrigation District,San Joaquin River
HCC,HELMS CK BLW COURTRIGHT,KINGS RIVER,FRESNO,-118.9678,37.0764,"7,836","Pacific Gas and Electric Company, Auberry",San Joaquin River
HCL,HUCKLEBERRY LAKE,TUOLUMNE RIVER,TUOLUMNE,-119.745,38.102,"7,800",Summit Ranger District,San Joaquin River
HEM,HETCH HETCHY MET STATION,TUOLUMNE RIVER,TUOLUMNE,-119.78315,37.944934,"3,920",City of San Francisco,San Joaquin River
HHM,HIGHLAND MEADOW,MOKELUMNE RIVER,ALPINE,-119.805626,38.490662,"8,700",CA Dept of Water Resources/DFM-Hydro-SMN,San Joaquin River
HHY,HETCH HETCHY RES AT HETCH HETCHY (USGS),TUOLUMNE RIVER,TUOLUMNE,-119.787,37.948,"3,813",Hetch Hetchy Water and Power,San Joaquin River
HIB,MERCED R AT HAPPY ISLES BR NR YOSEMITE,MERCED RIVER,MARIPOSA,-119.558777,37.731594,"4,016",US Geological Survey,San Joaquin River
HID,HIDDEN DAM (HENSLEY),FRESNO RIVER,MADERA,-119.917,37.2,561,US Army Corps of Engineers,San Joaquin River
HIW,HENSLEY LAKE WEATHER,FRESNO RIVER,MADERA,-119.8833,37.115,440,US Army Corps of Engineers,San Joaquin River
HLK,HELLS KITCHEN,STANISLAUS RIVER,CALAVERAS,-120.1,38.417,"6,550",Calaveras Ranger District,San Joaquin River
HLT,MIDDLE RIVER NEAR HOLT,SAN JOAQUIN RIVER,SAN JOAQUIN,-121.5108,38.0031,0,USGS/DWR,San Joaquin River
HMS,HAMS STATION,MOKELUMNE RIVER,AMADOR,-120.377,38.543,"5,500",Amador Ranger District,San Joaquin River
