ID,Station Name,River Basin,County,Longitude,Latitude,ElevationFeet,Operator,HydrologicArea
PIU,PIRU,SANTA CLARA RIVER,VENTURA,-118.81,34.404,624,Ventura County,Central Coast
PKF,PARKFIELD,SALINAS RIVER,MONTEREY,-120.432,35.899,"1,535",CA Dept of Forestry and Fire Protection,Central Coast
PLV,PLEASANT VALLEY,PAJARO RIVER,SANTA CRUZ,-121.8306,36.9897,360,Santa Cruz County,Central Coast
PNR,PONCIANO RIDGE,CARMEL RIVER,MONTEREY,-121.723,36.4,"2,610",Monterey County,Central Coast
PPN,POINT PINOS,MONTEREY COAST,MONTEREY,-121.931,36.518,55,Monterey County,Central Coast
PSB,PASO ROBLES AIRPORT,SALINAS RIVER,SAN LUIS OBISPO,-120.626114,35.673054,836,National Weather Service,Central Coast
RDR,CARMEL RIVER AT ROBLES DEL RIO,CARMEL RIVER,MONTEREY,-121.728,36.474,269,US Geological Survey,Central Coast
ROS,SANTA ROSA ISLAND,S BARBARA COAST,SANTA BARBARA,-120.067,33.967,"1,250",National Park Service,Central Coast
RVG,RIVERSIDE GROVE,SAN LORENZO RIVER,SANTA CRUZ,-122.15009,37.17468,"1,020",San Lorenzo Valley Water District,Central Coast
SAP,SALINAS NO2,SALINAS RIVER,MONTEREY,-121.667,36.667,45,National Weather Service,Central Coast
SBH,SAN BENITO R AT HWY 156 NEAR HOLLISTER,SAN BENITO RIVER,SAN BENITO,-121.429939,36.851898,260,US Geological Survey,Central Coast
SBR,SANTA BARBARA SANITATION,S BARBARA COAST,SANTA BARBARA,-119.75,34.417,5,Santa Barbara County,Central Coast
SBT,SANTA BARBARA PORTRERO,SISQUOC RIVER,SANTA BARBARA,-119.6519,34.77056,"5,300",Santa Barbara County,Central Coast
SCH,SCHULTIES RD,SAN LORENZO RIVER,SANTA CRUZ,-121.969,37.133,"1,400",Santa Cruz County,Central Coast
SCZ,SANTA CRUZ ISLAND,S BARBARA COAST,SANTA BARBARA,-119.783,34.017,600,National Park Service,Central Coast
SLG,SALINAS RIVER AT LAGOON,SALINAS RIVER,MONTEREY,-121.8,36.75,12,Monterey County,Central Coast
SLN,SANTA MARGARITA LAKE,SALINAS RIVER,SAN LUIS OBISPO,-120.502,35.333,"1,325",US Army Corps of Engineers,Central Coast
SLO,SAN LUIS OBISPO POLY,SAN LUIS OBISPO CREEK,SAN LUIS OBISPO,-120.667,35.3,315,National Weather Service,Central Coast
SLR,SAN LORENZO RIVER DIVERSION,SAN LORENZO RIVER,SANTA CRUZ,-122.031406,36.990925,80,City of Santa Cruz,Central Coast
SLU,SANTA LUCIA CONSERVANCY,CARMEL RIVER,MONTEREY,-121.79388,36.486134,"1,883",Center for Western Weather and Water Extremes,Central Coast
SMB,SANTA MARGARITA BOOSTER,SALINAS RIVER,SAN LUIS OBISPO,-120.637497,35.37389,"1,100",CA Dept of Water Resources/DFM-Hydro-SMN,Central Coast
SMI,SMITH MOUNTAIN,SALINAS RIVER,MONTEREY,-120.608,36.083,"3,920",CA Dept of Water Resources/Operations and Maintenance,Central Coast
SPR,SALINAS RIVER NEAR SPRECKELS,SALINAS RIVER,MONTEREY,-121.672447,36.631069,53,USGS/DWR,Central Coast
SQL,SOQUEL CREEK,SAN LORENZO RIVER,SANTA CRUZ,-121.95,36.983,30,Santa Cruz County,Central Coast
SRI,SANTA RITA,SAN BENITO RIVER,SAN BENITO,-120.598,36.348,"5,000",CA Dept of Forestry and Fire Protection,Central Coast
SYH,SANTA YNEZ R AT H ST NR LOMPOC,SANTA YNEZ RIVER,SANTA BARBARA,-120.457939,34.668316,57,US Geological Survey,Central Coast
T01,BIG BASIN STATE PARK,SANTA CRUZ CO COAST,SANTA CRUZ,-122.204161,37.183692,"1,377",National Weather Service,Central Coast
T02,BONNY DOON FIRE STATION ON MARTIN ROAD,SANTA CRUZ CO COAST,SANTA CRUZ,-122.139024,37.051133,"1,611",National Weather Service,Central Coast
TWT,TWITCHELL RESERVOIR,SANTA MARIA RIVER,SAN LUIS OBISPO,-120.317,34.983,692,Santa Maria Valley Water Conservation District,Central Coast
VAN,VANDENBERG,SANTA YNEZ RIVER,SANTA BARBARA,-120.486,34.759,"1,050",US Forest Service,Central Coast
VWD,SAN LORENZO VALLEY WATER DISTRICT,SAN LORENZO RIVER,SANTA CRUZ,-122.121864,37.123444,495,San Lorenzo Valley Water District,Central Coast
WBP,WEST BIG PINE,SANTA YNEZ RIVER,SANTA BARBARA,-119.66444,34.69056,"6,360",Santa Barbara County,Central Coast
WHR,WHALE ROCK,SALINAS RIVER,SAN LUIS OBISPO,-120.883,35.45,233,San Luis Obispo County,Central Coast
WTW,WATSONVILLE WATER,PAJARO RIVER,SANTA CRUZ,-121.767,36.933,95,National Weather Service,Central Coast
X09,BOYER CREEK,SANTA CRUZ CO COAST,SANTA CRUZ,-122.209489,37.107014,"1,500",CA Dept of Water Resources/DFM-Hydro-SMN,Central Coast
XCD,COAST DAIRIES,SANTA CRUZ CO COAST,SANTA CRUZ,-122.187853,37.030833,723,US Bureau of Land Management,Central Coast
